     0.02500    351.58997
     0.07500    321.50507
     0.12500    367.87546
     0.17500    412.55386
     0.22500    285.72803
     0.27500    277.11292
     0.32500    215.64206
     0.37500    192.61703
     0.42500    129.52373
     0.47500    105.43642
     0.52500    114.59409
     0.57500     78.50795
     0.62500     65.13573
     0.67500     60.31287
     0.72500     56.83664
     0.77500     40.55525
     0.82500     32.19596
     0.87500     27.58060
     0.92500     19.78438
     0.97500     14.38093
     1.02500      9.45151
     1.07500     13.21248
     1.12500     12.71863
     1.17500      9.85595
     1.22500      8.06791
     1.27500      9.19736
     1.32500      3.40961
     1.37500      2.62380
     1.42500      5.10989
     1.47500      3.10071
     1.52500      1.18867
     1.57500      5.24297
     1.62500      2.27983
     1.67500      0.54553
     1.72500      2.15237
     1.77500      0.52301
     1.87500      0.49244
     1.92500      1.44553
     1.97500      0.47734
     2.02500      0.46425
     2.12500      0.43971
     2.32500      0.40574
 after hadron evolution
     0.02500   3951.50488
     0.07500   2819.75635
     0.12500   2087.08496
     0.17500   1558.04980
     0.22500   1215.41772
     0.27500    906.00745
     0.32500    690.42535
     0.37500    568.00049
     0.42500    390.89816
     0.47500    316.28058
     0.52500    254.76697
     0.57500    214.34479
     0.62500    150.36061
     0.67500    146.24817
     0.72500    107.58557
     0.77500     81.06954
     0.82500     65.47905
     0.87500     65.10307
     0.92500     39.49313
     0.97500     39.62806
     1.02500     25.79871
     1.07500     30.47677
     1.12500     19.78581
     1.17500     22.06793
     1.22500     15.40333
     1.27500     19.10732
     1.32500     12.27697
     1.37500     12.53055
     1.42500     10.87747
     1.47500      4.95298
     1.52500      4.20019
     1.57500      9.32137
     1.62500      3.98011
     1.67500      3.29576
     1.72500      2.15237
     1.77500      3.12359
     1.82500      0.51280
     1.87500      0.98300
     1.92500      2.40486
     1.97500      0.47572
     2.02500      1.39798
     2.07500      0.45060
     2.12500      0.43971
     2.32500      0.81288
